Rep. Bob Goodlatte (R-VA-6),998,VA-06
Rep. Tom Marino (R-PA-10),925,PA-10
Rep. Mike Johnson (R-LA-4),729,LA-04
Rep. Matt Gaetz (R-FL-1),640,FL-01
Rep. Doug Collins (R-GA-9),655,GA-09
Rep. Darrell Issa (R-CA-49) ,552,CA-49
Rep. Ron DeSantis (R-FL-6),642,FL-06
Rep. Louie Gohmert (R-TX-1),976,TX-01
Rep. Ken Buck (R-CO-4) ,605,CO-04
Rep. Brad Schneider (D-IL-10),682,IL-10
Rep. Hank Johnson (D-GA-4),656,GA-04
Rep. Zoe Lofgren (D-CA-19),599,CA-19
Rep. David Cicilline (D-RI-1),927,RI-01
Rep. Steve Cohen (D-TN-9),953,TN-09
Rep. Hakeem Jeffries (D-NY-8),862,NY-08
Rep. Val Demings (D-FL-10),647,FL-10
Rep. Steve Chabot (R-OH-1),892,OH-01
Rep. John Ratcliffe (R-TX-4),969,TX-04
Rep. John Rutherford (R-FL-4),635,FL-04
Rep. Jim Jordan (R-OH-4),884,OH-04
Rep. Ted Poe (R-TX-2),988,TX-02
Rep. Ted Deutch (D-FL-22),645,FL-22
Rep. Ted Lieu (D-CA-33) ,596,CA-33
Rep. Cedric Richmond (D-LA-2),725,LA-02
Rep. Keith Rothfus (R-PA-12),914,PA-12
Rep. Steve King (R-IA-4),674,IA-04
Rep. Jerry Nadler (D-NY-10),863,NY-10
Rep. Pramila Jayapal (D-WA-7),1022,WA-07
Rep. Jamie Raskin (D-MD-8),749,MD-08
Rep. Sheila Jackson Lee (D-TX-18),986,TX-18
Rep. Karen Handel (R-GA-6)*,1044,GA-06
Rep. Andy Biggs (R-AZ-5) ,535,AZ-05
Rep. Raul Labrador (R-ID-1),678,ID-01
Rep. Trey Gowdy (R-SC-4),939,SC-04
Rep. Eric Swalwell (D-CA-15),560,CA-15
Rep. Martha Roby (R-AL-2),522,AL-02
Rep. Lamar Smith (R-TX-21),974,TX-21
Rep. Jim Sensenbrenner (R-WI-5),1025,WI-05
Rep. Luis Gutierrez (D-IL-4) ,689,IL-04
Rep. Karen Bass (D-CA-37)!,575,CA-37
Rep. Brad Wenstrup (R-OH-2),881,OH-02
Rep. Mike Conaway (R-TX-11),970,TX-11
Rep. Will Hurd (R-TX-23),990,TX-23
Rep. Rick Crawford (R-AR-1),529,AR-01
Rep. Pete King (R-NY-2),874,NY-02
Rep. Devin Nunes (R-CA-22),554,CA-22
Rep. Mike Turner (R-OH-10),888,OH-10
Rep. Elise Stefanik (R-NY-21),859,NY-21
Rep. Frank LoBiondo (R-NJ-2),833,NJ-02
Rep. Chris Stewart (R-UT-2),991,UT-02
Rep. Ileana Ros-Lehtinen (R-FL-27),634,FL-27
Rep. Tom Rooney (R-FL-17),646,FL-17
Rep. Terri Sewell (D-AL-7),527,AL-07
Rep. Jim Himes (D-CT-4) ,611,CT-04
Rep. Andre Carson (D-IN-7),699,IN-07
Rep. Denny Heck (D-WA-10),1017,WA-10
Rep. Adam Schiff (D-CA-28),545,CA-28
Rep. Joaquin Castro (D-TX-20),963,TX-20
Rep. Jackie Speier (D-CA-14),563,CA-14
Rep. Mike Quigley (D-IL-5),691,IL-05
Rep. Bradley Byrne (R-AL-1),519,AL-01
Rep. Mike Rogers (R-AL-3),523,AL-03
Rep. Robert Aderholt (R-AL-4),526,AL-04
Rep. Richard Hudson (R-NC-8),808,NC-08
Rep. David Kustoff (R-TN-8),945,TN-08
Rep. Kenny Marchant (R-TX-24),972,TX-24
Rep. Sean Duffy (R-WI-7),1033,WI-07
Rep. Don Young (R-AK-1),517,AK-01
Rep. Adrian Smith (R-NE-3),817,NE-03
Rep. John Carter (R-TX-31),966,TX-31
Rep. Gary Palmer (R-AL-6),521,AL-06
Rep. Ralph Abraham (R-LA-5),730,LA-05
Rep. George Holding (R-NC-2),803,NC-02
Rep. David Rouzer (R-NC-7),801,NC-07
Rep. Markwayne Mullin (R-OK-2),899,OK-02
Rep. Tom Rice (R-SC-7),938,SC-07
Rep. Doug LaMalfa (R-CA-1),557,CA-01
Rep. Jason Smith (R-MO-8),786,MO-08
Rep. Mo Brooks (R-AL-5),524,AL-05
Rep. Bill Posey (R-FL-8),623,FL-08
Rep. Randy Weber (R-TX-14),983,TX-14
Rep. Ralph Norman (R-SC-5)*,936,SC-05
Rep. Brian Babin (R-TX-36),957,TX-36
Rep. Joe Wilson (R-SC-2),933,SC-02
Rep. Clay Higgins (R-LA-3),726,LA-03
Rep. Steve Pearce (R-NM-2),843,NM-02
Rep. Michael Cloud (R-TX-27),11512,TX-27
Rep. Mark Sanford (R-SC-1),935,SC-01
Rep. Steven Palazzo (R-MS-4),795,MS-04
Rep. Todd Rokita (R-IN-4),707,IN-04
Rep. Paul Gosar (R-AZ-4),541,AZ-04
Rep. Steve Womack (R-AR-3),532,AR-03
Rep. Kevin McCarthy (R-CA-23),577,CA-23
Rep. Ken Calvert (R-CA-42),576,CA-42
Rep. Neal Dunn (R-FL-2),641,FL-02
Rep. Drew Ferguson (R-GA-3),649,GA-03
Rep. Austin Scott (R-GA-8),650,GA-08
Rep. John Shimkus (R-IL-15),688,IL-15
Rep. Adam Kinzinger (R-IL-16),679,IL-16
Rep. Jackie Walorski (R-IN-2),700,IN-02
Rep. Susan Brooks (R-IN-5),706,IN-05
Rep. Larry Bucshon (R-IN-8),703,IN-08
Rep. Roger Marshall (R-KS-1),714,KS-01
Rep. Brett Guthrie (R-KY-2),716,KY-02
Rep. Andy Barr (R-KY-6),717,KY-06
Rep. John Moolenaar (R-MI-4),766,MI-04
Rep. Tim Walberg (R-MI-7),771,MI-07
Rep. Blaine Luetkemeyer (R-MO-3),783,MO-03
Rep. Vicky Hartzler (R-MO-4),789,MO-04
Rep. Virginia Foxx (R-NC-5),812,NC-05
Rep. Bill Johnson (R-OH-6),879,OH-06
Rep. Bob Gibbs (R-OH-7),880,OH-07
Rep. Frank Lucas (R-OK-3),896,OK-03
Rep. Chuck Fleischmann (R-TN-3),944,TN-03
Rep. Jeb Hensarling (R-TX-5),962,TX-05
Rep. Kevin Brady (R-TX-8),973,TX-08
Rep. Michael McCaul (R-TX-10),980,TX-10
Rep. Mac Thornberry (R-TX-13),977,TX-13
Rep. Bill Flores (R-TX-17),956,TX-17
Rep. Jodey Arrington (R-TX-19),964,TX-19
Rep. Pete Olson (R-TX-22),981,TX-22
Rep. Scott Taylor (R-VA-2),1006,VA-02
Rep. Mike Gallagher (R-WI-8),1029,WI-08
Rep. David McKinley (R-WV-1),1036,WV-01
Rep. Mark Amodei (R-NV-2),849,NV-02
Rep. Ron Estes (R-KS-4)*,715,KS-04
Rep. Paul Mitchell (R-MI-10),769,MI-10
Rep. Pete Sessions (R-TX-32),982,TX-32
Rep. Tom Graves (R-GA-14),663,GA-14
Rep. Jim Banks (R-IN-3),701,IN-03
Rep. Ann Wagner (R-MO-2),781,MO-02
Rep. Tom Cole (R-OK-4),901,OK-04
Rep. Dan Donovan (R-NY-11),857,NY-11
Rep. Paul Cook (R-CA-8),588,CA-08
Rep. Steve Knight (R-CA-25),594,CA-25
Rep. Claudia Tenney (R-NY-22),856,NY-22
Rep. Bill Shuster (R-PA-9),909,PA-09
Rep. Tom MacArthur (R-NJ-3),839,NJ-03
Rep. David Valadao (R-CA-21),553,CA-21
Rep. Vern Buchanan (R-FL-16),648,FL-16
Rep. Fred Upton (R-MI-6),763,MI-06
Rep. Erik Paulsen (R-MN-3),774,MN-03
Rep. Chris Collins (R-NY-27),855,NY-27
Rep. Greg Walden (R-OR-2),903,OR-02
Rep. Dave Joyce (R-OH-14),882,OH-14
Rep. French Hill (R-AR-2),530,AR-02
Rep. John Faso (R-NY-19),864,NY-19
Rep. Gus Bilirakis (R-FL-12),633,FL-12
Rep. Kay Granger (R-TX-12),971,TX-12
Rep. Mike Bost (R-IL-12),690,IL-12
Rep. Don Bacon (R-NE-2),820,NE-02
Rep. Martha McSally (R-AZ-2),540,AZ-02
Rep. Bruce Poliquin (R-ME-2),754,ME-02
Rep. Henry Cuellar (D-TX-28),961,TX-28
Rep. Buddy Carter (R-GA-1),652,GA-01
Rep. Francis Rooney (R-FL-19),631,FL-19
Rep. Sam Graves (R-MO-6),788,MO-06
Rep. Rob Woodall (R-GA-7),661,GA-07
Rep. Doug Lamborn (R-CO-5),602,CO-05
Rep. Rob Wittman (R-VA-1),1005,VA-01
Rep. Phil Roe (R-TN-1),946,TN-01
Rep. Michael Burgess (R-TX-26),979,TX-26
Rep. Jaime Herrera Beutler (R-WA-3),1019,WA-03
Rep. Patrick McHenry (R-NC-10),806,NC-10
Rep. Steve Scalise (R-LA-1),731,LA-01
Rep. David Young (R-IA-3),671,IA-03
Rep. Peter Roskam (R-IL-6),692,IL-06
Rep. Gregg Harper (R-MS-3),793,MS-03
Rep. Jeff Fortenberry (R-NE-1),821,NE-01
Rep. Glenn Thompson (R-PA-5),913,PA-05
Rep. Lou Barletta (R-PA-11),916,PA-11
Rep. Chris Smith (R-NJ-4),829,NJ-04
Rep. Leonard Lance (R-NJ-7),836,NJ-07
Rep. Ryan Costello (R-PA-6),923,PA-06
Rep. John Katko (R-NY-24),865,NY-24
Rep. Brian Fitzpatrick (R-PA-8),911,PA-08
Rep. Mario Diaz-Balart (R-FL-25),639,FL-25
Rep. Cathy McMorris Rodgers (R-WA-5),1014,WA-05
Rep. Kevin Yoder (R-KS-3),711,KS-03
Rep. Dave Reichert (R-WA-8),1016,WA-08
Rep. Liz Cheney (R-WY-1),1041,WY-01
Rep. Mike Simpson (R-ID-2),677,ID-02
Rep. Bruce Westerman (R-AR-4),528,AR-04
Rep. Rick Allen (R-GA-12),660,GA-12
Rep. Darin LaHood (R-IL-18),686,IL-18
Rep. Trey Hollingsworth (R-IN-9),709,IN-09
Rep. Bob Latta (R-OH-5),889,OH-05
Rep. Mike Kelly (R-PA-3),919,PA-03
Rep. Lloyd Smucker (R-PA-16),915,PA-16
Rep. Mark Walker (R-NC-6),805,NC-06
Rep. Jeff Denham (R-CA-10),565,CA-10
Rep. Jack Bergman (R-MI-1),765,MI-01
Rep. Steve Russell (R-OK-5),900,OK-05
Rep. Dan Newhouse (R-WA-4),1015,WA-04
Rep. Tom Reed (R-NY-23),877,NY-23
Rep. Mike Coffman (R-CO-6),607,CO-06
Rep. Carlos Curbelo (R-FL-26),625,FL-26
Rep. Jody Hice (R-GA-10),657,GA-10
Rep. Scott DesJarlais (R-TN-4),952,TN-04
Rep. Joe Barton (R-TX-6),965,TX-06
Rep. Lee Zeldin (R-NY-1),870,NY-01
Rep. James Comer (R-KY-1),719,KY-01
Rep. Trent Kelly (R-MS-1),796,MS-01
Rep. Brian Mast (R-FL-18),624,FL-18
Rep. Rob Bishop (R-UT-1),995,UT-01
Rep. Rod Blum (R-IA-1),673,IA-01
Rep. Andy Harris (R-MD-1),743,MD-01
Rep. Ted Budd (R-NC-13),810,NC-13
Rep. Garret Graves (R-LA-6),727,LA-06
Rep. Alex Mooney (R-WV-2),1035,WV-02
Rep. Mark Meadows (R-NC-11),804,NC-11
Rep. Tom Emmer (R-MN-6),780,MN-06
Rep. Ted Yoho (R-FL-3),644,FL-03
Rep. Barry Loudermilk (R-GA-11),651,GA-11
Rep. Roger Williams (R-TX-25),984,TX-25
Rep. Tom McClintock (R-CA-4),597,CA-04
Rep. Billy Long (R-MO-7),782,MO-07
Rep. Debbie Lesko (R-AZ-8)*,1043,AZ-08
Rep. Ami Bera (D-CA-7),547,CA-07
Rep. Kurt Schrader (D-OR-5),905,OR-05
Rep. Dan Lipinski (D-IL-3),684,IL-03
Rep. Matt Cartwright (D-PA-17),917,PA-17
Rep. Stephanie Murphy (D-FL-7),643,FL-07
Rep. Josh Gottheimer (D-NJ-5),835,NJ-05
Rep. Tom O'Halleran (D-AZ-1),544,AZ-01
Rep. Raul Ruiz (D-CA-36),590,CA-36
Rep. Dave Loebsack (D-IA-2),670,IA-02
Rep. John Garamendi (D-CA-3),570,CA-03
Rep. Charlie Crist (D-FL-13),626,FL-13
Rep. Stephen Lynch (D-MA-8),741,MA-08
Rep. Salud Carbajal (D-CA-24),592,CA-24
Rep. John Curtis (R-UT-3)*,1049,UT-03
Rep. Dave Brat (R-VA-7),999,VA-07
Rep. Jason Lewis (R-MN-2),775,MN-02
Rep. Jimmy Panetta (D-CA-20),569,CA-20
Rep. Tom Suozzi (D-NY-3),876,NY-03
Rep. Conor Lamb (D-PA-18)*,1048,PA-18
Rep. Ann McLane Kuster (D-NH-2),822,NH-02
Rep. David Schweikert (R-AZ-6),536,AZ-06
Rep. Scott Perry (R-PA-4),924,PA-04
Rep. Warren Davidson (R-OH-8),895,OH-08
Rep. Daniel Webster (R-FL-11),627,FL-11
Rep. Bill Huizenga (R-MI-2),757,MI-02
Rep. Cheri Bustos (D-IL-17),683,IL-17
Rep. Steve Stivers (R-OH-15),893,OH-15
Rep. Rodney Frelinghuysen (R-NJ-11),838,NJ-11
Rep. Hal Rogers (R-KY-5),718,KY-05
Rep. John Duncan (R-TN-2),949,TN-02
Rep. Mike Thompson (D-CA-5),583,CA-05
Rep. Glenn Grothman (R-WI-6),1026,WI-06
Rep. Tom Garrett (R-VA-5),1007,VA-05
Rep. Duncan Hunter (R-CA-50),558,CA-50
Rep. Scott Tipton (R-CO-3),608,CO-03
Rep. Dana Rohrabacher (R-CA-48),551,CA-48
Rep. Troy Balderson (R-OH-12),11514,OH-12
Rep. Morgan Griffith (R-VA-9),1002,VA-09
Rep. Jim Cooper (D-TN-5),948,TN-05
Rep. Scott Peters (D-CA-52),593,CA-52
Rep. Kathleen Rice (D-NY-4),868,NY-04
Rep. Jim Langevin (D-RI-2),928,RI-02
Rep. Dutch Ruppersberger (D-MD-2),746,MD-02
Rep. John Delaney (D-MD-6),750,MD-06
Rep. Julia Brownley (D-CA-26),573,CA-26
Rep. Lisa Blunt Rochester (D-DE-1),618,DE-01
Rep. Brian Higgins (D-NY-26),852,NY-26
Rep. Al Lawson (D-FL-5),620,FL-05
Rep. Seth Moulton (D-MA-6),740,MA-06
Rep. Marcy Kaptur (D-OH-9),887,OH-09
Rep. Derek Kilmer (D-WA-6),1018,WA-06
Rep. Betty McCollum (D-MN-4),773,MN-04
Rep. Dwight Evans (D-PA-2),912,PA-02
Rep. Vicente Gonzalez (D-TX-15),989,TX-15
Rep. Bill Foster (D-IL-11),680,IL-11
Rep. Pete Visclosky (D-IN-1),705,IN-01
Rep. Paul Tonko (D-NY-20),873,NY-20
Rep. Raja Krishnamoorthi (D-IL-8),693,IL-08
Rep. Gene Green (D-TX-29),960,TX-29
Rep. Lou Correa (D-CA-46),562,CA-46
Rep. Donald Norcross (D-NJ-1),831,NJ-01
Rep. Brendan Boyle (D-PA-13),910,PA-13
Rep. Norma Torres (D-CA-35),587,CA-35
Rep. Anthony Brown (D-MD-4),744,MD-04
Rep. Nita Lowey (D-NY-17),871,NY-17
Rep. A. Donald McEachin (D-VA-4),996,VA-04
Rep. Nancy Pelosi (D-CA-12),585,CA-12
Rep. Ed Perlmutter (D-CO-7),603,CO-07
Rep. Gregory Meeks (D-NY-5),861,NY-05
Rep. James Clyburn (D-SC-6),931,SC-06
Rep. Elizabeth Esty (D-CT-5),610,CT-05
Rep. Grace Meng (D-NY-6),860,NY-06
Rep. Brad Sherman (D-CA-30),550,CA-30
Rep. Susan Davis (D-CA-53),595,CA-53
Rep. Robin Kelly (D-IL-2),696,IL-02
Rep. Dan Kildee (D-MI-5),759,MI-05
Rep. Debbie Dingell (D-MI-12),761,MI-12
Rep. Brenda Lawrence (D-MI-14),758,MI-14
Rep. David Price (D-NC-4),800,NC-04
Rep. Joyce Beatty (D-OH-3),885,OH-03
Rep. Mike Doyle (D-PA-14),918,PA-14
Rep. Gerry Connolly (D-VA-11),1001,VA-11
Rep. Peter Welch (D-VT-1),1012,VT-01
Rep. Suzan DelBene (D-WA-1),1024,WA-01
Rep. G.K. Butterfield (D-NC-1),802,NC-01
Rep. John Larson (D-CT-1),613,CT-01
Rep. Bill Pascrell (D-NJ-9),827,NJ-09
Rep. Alma Adams (D-NC-12),799,NC-12
Rep. Marcia Fudge (D-OH-11),886,OH-11
Rep. Sanford Bishop (D-GA-2),662,GA-02
Rep. Debbie Wasserman Schultz (D-FL-23),629,FL-23
Rep. Joe Courtney (D-CT-2),612,CT-02
Rep. Emanuel Cleaver (D-MO-5),785,MO-05
Rep. Steny Hoyer (D-MD-5),752,MD-05
Rep. Marc Veasey (D-TX-33),978,TX-33
Rep. Darren Soto (D-FL-9),628,FL-09
Rep. Doris Matsui (D-CA-6),556,CA-06
Rep. Linda Sanchez (D-CA-38),578,CA-38
Rep. Ben Ray Lujan (D-NM-3),840,NM-03
Rep. Adriano Espaillat (D-NY-13),851,NY-13
Rep. Jose Serrano (D-NY-15),866,NY-15
Rep. Katherine Clark (D-MA-5),736,MA-05
Rep. Tony Cardenas (D-CA-29),598,CA-29
Rep. Rick Nolan (D-MN-8),777,MN-08
Rep. Eliot Engel (D-NY-16),858,NY-16
Rep. Chellie Pingree (D-ME-1),755,ME-01
Rep. Lois Frankel (D-FL-21),637,FL-21
Rep. Eddie Bernice Johnson (D-TX-30),958,TX-30
Rep. Lacy Clay (D-MO-1),790,MO-01
Rep. Bobby Scott (D-VA-3),1004,VA-03
Rep. Nanette Barragan (D-CA-44),586,CA-44
Rep. Yvette Clarke (D-NY-9),878,NY-09
Rep. Mark Pocan (D-WI-2),1028,WI-02
Rep. Gwen Moore (D-WI-4),1027,WI-04
Rep. Nydia Velazquez (D-NY-7),872,NY-07
Rep. Thomas Massie (R-KY-4),723,KY-04
Rep. Justin Amash (R-MI-3),767,MI-03
Rep. Tulsi Gabbard (D-HI-2),668,HI-02
Rep. Don Beyer (D-VA-8),1000,VA-08
Rep. Albio Sires (D-NJ-8),826,NJ-08
Rep. John Sarbanes (D-MD-3),751,MD-03
Rep. Sandy Levin (D-MI-9),770,MI-09
Rep. Suzanne Bonamici (D-OR-1),908,OR-01
Rep. Al Green (D-TX-9),954,TX-09
Rep. Rick Larsen (D-WA-2),1023,WA-02
Rep. Rosa DeLauro (D-CT-3),615,CT-03
Rep. Judy Chu (D-CA-27),572,CA-27
Rep. Lucille Roybal-Allard (D-CA-40),579,CA-40
Rep. Juan Vargas (D-CA-51),571,CA-51
Rep. John Lewis (D-GA-5),659,GA-05
Rep. Jan Schakowsky (D-IL-9),687,IL-09
Rep. John Yarmuth (D-KY-3),720,KY-03
Rep. Jim McGovern (D-MA-2),734,MA-02
Rep. Carolyn Maloney (D-NY-12),853,NY-12
Rep. Lloyd Doggett (D-TX-35),975,TX-35
Rep. Grace Napolitano (D-CA-32),561,CA-32
Rep. Ruben Kihuen (D-NV-4),850,NV-04
Rep. Ro Khanna (D-CA-17),591,CA-17
Rep. Mark Takano (D-CA-41),581,CA-41
Rep. Elijah Cummings (D-MD-7)!,748,MD-07
Rep. Maxine Waters (D-CA-43),582,CA-43
Rep. Frank Pallone (D-NJ-6),834,NJ-06
Rep. Earl Blumenauer (D-OR-3),902,OR-03
Rep. Bonnie Watson Coleman (D-NJ-12),828,NJ-12
Rep. Barbara Lee (D-CA-13),549,CA-13
Rep. Mark DeSaulnier (D-CA-11),580,CA-11
Rep. Adam Smith (D-WA-9),1013,WA-09
Rep. Jimmy Gomez (D-CA-34)*,568,CA-34
Rep. Diana DeGette (D-CO-1),601,CO-01
Rep. Kathy Castor (D-FL-14),636,FL-14
Rep. Beto O'Rourke (D-TX-16),955,TX-16
Rep. Pete Aguilar (D-CA-31),589,CA-31
Rep. Ruben Gallego (D-AZ-7),543,AZ-07
Rep. Jerry McNerney (D-CA-9),566,CA-09
Rep. Frederica Wilson (D-FL-24),632,FL-24
Rep. Bob Brady (D-PA-1),921,PA-01
Rep. Raul Grijalva (D-AZ-3),542,AZ-03
Rep. Bobby Rush (D-IL-1),681,IL-01
Rep. Donald Payne (D-NJ-10),832,NJ-10
Rep. Ed Royce (R-CA-39),559,CA-39
Rep. Rodney Davis (R-IL-13),697,IL-13
Rep. Jim Renacci (R-OH-16),883,OH-16
Rep. Greg Gianforte (R-MT-1)*,1047,MT-01
Rep. Kevin Cramer (R-ND-1),816,ND-01
Rep. Tim Ryan (D-OH-13),894,OH-13
Rep. Jared Huffman (D-CA-2),564,CA-02
Rep. John Culberson (R-TX-7),968,TX-07
Rep. Marsha Blackburn (R-TN-7),951,TN-07
Rep. Niki Tsongas (D-MA-3),738,MA-03
Rep. Anna Eshoo (D-CA-18),548,CA-18
Rep. Sean Maloney (D-NY-18),875,NY-18
Rep. Keith Ellison (D-MN-5),776,MN-05
Rep. Richard Neal (D-MA-1),739,MA-01
Rep. Joe Kennedy (D-MA-4),735,MA-04
Rep. Dina Titus (D-NV-1),847,NV-01
Rep. Brenda Jones (D-MI-13),,MI-13
Rep. Joseph Morelle (D-NY-25),11575,NY-25
Rep. Kevin Hern (R-OK-1),11579,OK-01
Rep. Mary Gay Scanlon (D-PA-7),11585,PA-07
Rep. Susan Wild (D-PA-15),11586,PA-15
Rep. Pete DeFazio (D-OR-4),906,OR-04
Speaker Paul Ryan (R-WI-1)!,1030,WI-01
Rep. Mimi Walters (R-CA-45),584,CA-45
Rep. Randy Hultgren (R-IL-14),694,IL-14
Rep. Mike Bishop (R-MI-8),768,MI-08
Rep. Lynn Jenkins (R-KS-2),712,KS-02
Rep. Sam Johnson (R-TX-3),985,TX-03
Rep. Dennis Ross (R-FL-15),630,FL-15
Rep. Barbara Comstock (R-VA-10),997,VA-10
Rep. Kyrsten Sinema (D-AZ-9),539,AZ-09
Rep. Dave Trott (R-MI-11),760,MI-11
Rep. Mia Love (R-UT-4),992,UT-04
Rep. Jeff Duncan (R-SC-3),932,SC-03
Rep. Jacky Rosen (D-NV-3),848,NV-03
Rep. Jim Costa (D-CA-16),567,CA-16
Rep. Collin Peterson (D-MN-7),1045,MN-07
Rep. Ron Kind (D-WI-3),1032,WI-03
Rep. Robert Pittenger (R-NC-9),809,NC-09
Rep. Luke Messer (R-IN-6),704,IN-06
Rep. Diane Black (R-TN-6),947,TN-06
Rep. Michelle Lujan Grisham (D-NM-1),842,NM-01
Rep. Alcee Hastings (D-FL-20),621,FL-20
Rep. Jared Polis (D-CO-2),604,CO-02
Rep. Bill Keating (D-MA-9),742,MA-09
Rep. David Scott (D-GA-13),654,GA-13
Rep. Bennie Thompson (D-MS-2),792,MS-02
Rep. Colleen Hanabusa (D-HI-1),666,HI-01
Rep. Filemon Vela (D-TX-34),959,TX-34
Rep. Joe Crowley (D-NY-14),867,NY-14
Rep. Alan Lowenthal (D-CA-47),546,CA-47
Rep. Danny Davis (D-IL-7),685,IL-07
Rep. Kristi Noem (R-SD-1),941,SD-01
Rep. Carol Shea-Porter (D-NH-1),823,NH-01
Rep. Walter Jones (R-NC-3),813,NC-03
Rep. Michael Capuano (D-MA-7),737,MA-07
Rep. Tim Walz (D-MN-1),778,MN-01
